subject_name,parent,subject_kind,status,slot,slot_status,note,docx_start_para,docx_end_para,example_entities
慢性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,3966,4118,"clinical_manifestation:呼吸困难,劳力性呼吸困难,端坐呼吸,夜间阵发性呼吸困难,心悸；classification_risk:（一）心力衰竭分期心衰分期全面描述了病情进展阶段,通过治疗只能延缓而不能逆转心衰分期（表3-2-1）,慢性心力衰竭-风险分层；exam_lab:超声心动图,冠状动脉造影,心电图,心脏磁共振成像,运动负荷试验；diagnosis_differential:（一）诊断首先,根据病史、症状、体格检查、心电图、X线胸片判断有无心衰的可能性,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺"
慢性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,3966,4118,"clinical_manifestation:呼吸困难,劳力性呼吸困难,端坐呼吸,夜间阵发性呼吸困难,心悸；classification_risk:（一）心力衰竭分期心衰分期全面描述了病情进展阶段,通过治疗只能延缓而不能逆转心衰分期（表3-2-1）,慢性心力衰竭-风险分层；exam_lab:超声心动图,冠状动脉造影,心电图,心脏磁共振成像,运动负荷试验；diagnosis_differential:（一）诊断首先,根据病史、症状、体格检查、心电图、X线胸片判断有无心衰的可能性,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺"
慢性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,candidate_present,D6候选已覆盖,3966,4118,"clinical_manifestation:呼吸困难,劳力性呼吸困难,端坐呼吸,夜间阵发性呼吸困难,心悸；classification_risk:（一）心力衰竭分期心衰分期全面描述了病情进展阶段,通过治疗只能延缓而不能逆转心衰分期（表3-2-1）,慢性心力衰竭-风险分层；exam_lab:超声心动图,冠状动脉造影,心电图,心脏磁共振成像,运动负荷试验；diagnosis_differential:（一）诊断首先,根据病史、症状、体格检查、心电图、X线胸片判断有无心衰的可能性,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺"
慢性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,3966,4118,"clinical_manifestation:呼吸困难,劳力性呼吸困难,端坐呼吸,夜间阵发性呼吸困难,心悸；classification_risk:（一）心力衰竭分期心衰分期全面描述了病情进展阶段,通过治疗只能延缓而不能逆转心衰分期（表3-2-1）,慢性心力衰竭-风险分层；exam_lab:超声心动图,冠状动脉造影,心电图,心脏磁共振成像,运动负荷试验；diagnosis_differential:（一）诊断首先,根据病史、症状、体格检查、心电图、X线胸片判断有无心衰的可能性,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
急性心力衰竭,心力衰竭,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4119,4228,"definition:急性心力衰竭定义,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿；classification_risk:（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型；etio"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,etiology_pathogenesis,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,clinical_manifestation,candidate_present,D6候选已覆盖,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,exam_lab,candidate_present,D6候选已覆盖,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,diagnosis_differential,not_applicable_or_not_detected,本章节未识别该槽位,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,classification_risk,not_applicable_or_not_detected,本章节未识别该槽位,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
概 述,心律失常,overview_section,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4233,4313,"definition:概述定义,是指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病,指心脏冲动的频率、节律、起源部位、传导速度或激动次序的异常，可见于生理情况，更多见于病理性状态，包括心脏本身疾病和非心脏疾病；clinical_manifestation:心悸,晕厥,低血压,心动过速,心脏扩大；exam_lab:超声心动图,动态心电图,基因检测,心电图,心脏磁共振成像；treatment:导管消融,起搏器,植入型心律转复除颤器,窦房结是心脏正常窦性心律的起搏点,主要由P（起搏）细胞与T（移行）细胞组成"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,etiology_pathogenesis,not_applicable_or_not_detected,本章节未识别该槽位,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,clinical_manifestation,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,exam_lab,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,diagnosis_differential,source_not_cover,当前教材章节未覆盖，后续由指南/权威来源补血肉,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,classification_risk,not_applicable_or_not_detected,本章节未识别该槽位,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过速,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,treatment,candidate_present,D6候选已覆盖,4321,4326,"definition:窦性心动过速定义,是指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结,指在静息状态下心率的持续性增快，或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致，其发生机制不明，可能与窦房结本身的自律性增强，或自主神经对窦房结的；treatment:β受体拮抗剂,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,如发热、甲亢、贫血、休克、心肌缺血、心力衰竭以及应用肾上腺素、阿托品等药物时,或心率的增快与生理、情绪激动、病理状态或药物作用无关或不相一致"
窦性心动过缓,窦性心律失常,disease_or_topic,source_limited_ready_as_textbook_core,definition,candidate_present,D6候选已覆盖,4327,4341,"definition:窦性心动过缓定义,是指窦房结不能产生冲动,指窦房结不能产生冲动,引起窦性停搏；exam_lab:心电图；diagnosis_differential:窦性心动过缓常同时伴有窦性心律不齐（不同PP间期的差异＞0.12秒）,心电图表现为在较正常PP间期显著长的间期内无P波发生；treatment:β受体拮抗剂,胺碘酮,非二氢吡啶类钙通道阻滞剂,钙通道阻滞剂,以及应用拟胆碱药物、胺碘酮、β受体拮抗剂、非二氢吡啶类钙通道阻滞剂或洋地黄类等药物"
