disease_code,disease_name,recommendation_code,recommendation_name,entity_type,node_code,node_name,cdss_use_status,clinical_use_status,dictionary_validation_status,source_table,cdss_order_ready,cdss_display_ready,emr_write_allowed,cdss_dictionary_resolution_status,cdss_dictionary_resolution_note,cdss_dictionary_required_action,处置结论
DIS-CARD-CM-AMYLOID,淀粉样变心肌病,REC-CDSS-CM-AMYLOID-01-01-DIAG,疑似淀粉样变心肌病应结合超声、CMR、心脏生物标志物和必要时心肌活检进行诊断和分型。,LabItem,LAB-CARDIAC-BIOMARKERS,心脏生物标志物检测,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心脏生物标志物检测是组合检验概念，应下钻到 BNP、NT-proBNP、肌钙蛋白等项目。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-AMYLOID,淀粉样变心肌病,REC-CDSS-CM-AMYLOID-02-01-TREAT,淀粉样变心肌病应按分型进行病因治疗评估，并进行心衰管理和长期随访。,Medication,MED-DIURETIC,利尿剂,,,knowledge_only,,False,True,False,medication_class_not_orderable,利尿剂是药物类别，不是具体可开立药品。,正式医嘱需下钻到呋塞米、托拉塞米等具体药品和剂型。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-01-01-DIAG,疑似肥厚型心肌病应结合超声心动图、心脏磁共振、最大室壁厚度和家族史确认诊断。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-04-01-FOLLOW,HCM应定期复评症状、心电/动态心电图、影像学和家系风险。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-01-01-DIAG,疑似肥厚型心肌病应结合超声心动图、心脏磁共振、最大室壁厚度和家族史确认诊断。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-04-01-FOLLOW,HCM应定期复评症状、心电/动态心电图、影像学和家系风险。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-01-01-DIAG,疑似肥厚型心肌病应结合超声心动图、心脏磁共振、最大室壁厚度和家族史确认诊断。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-04-01-FOLLOW,HCM应定期复评症状、心电/动态心电图、影像学和家系风险。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-03-02-SRT,药物治疗后仍有重度症状且存在显著LVOTO时，可评估室间隔切除术或酒精室间隔消融术。,Procedure,PROC-SEPTAL-MYECTOMY,室间隔切除术,,,,,False,True,False,needs_oracle_registration_or_mapping,室间隔切除术未发现可唯一命中的 CDSS 手术字典项。,进入待字典融合；不得伪造标准编码。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-02-01-SCD-RISK,HCM确诊后应评估猝死风险并判断ICD适应证。,Procedure,PROC-ICD,植入式心律转复除颤器置入术,,,,,False,True,False,needs_procedure_variant,植入式心律转复除颤器置入术需区分单腔、双腔、置入、置换等操作。,按原文和临床场景确认具体手术/操作字典项。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-HCM,肥厚型心肌病,REC-CDSS-CM-HCM-03-02-SRT,药物治疗后仍有重度症状且存在显著LVOTO时，可评估室间隔切除术或酒精室间隔消融术。,Procedure,PROC-ASA,酒精室间隔消融术,,,,,False,True,False,needs_oracle_registration_or_mapping,酒精室间隔消融术存在近似术语，但不能直接确认等同于 Oracle 字典项。,进入待字典融合；需要确认是否等同于经皮室间隔心肌消融术。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,REC-CDSS-CM-ABVC-01-01-DIAG,疑似ABVC应结合CMR、心电/动态心电图、双心室受累证据和基因检测确认诊断。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ABVC,致心律失常性双心室心肌病,REC-CDSS-CM-ABVC-01-01-DIAG,疑似ABVC应结合CMR、心电/动态心电图、双心室受累证据和基因检测确认诊断。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,REC-CDSS-CM-ARVC-01-01-DIAG,疑似ARVC应结合心电图、动态心电图、CMR、基因检测和诊断标准确认诊断。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,REC-CDSS-CM-ARVC-01-01-DIAG,疑似ARVC应结合心电图、动态心电图、CMR、基因检测和诊断标准确认诊断。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ARVC,致心律失常性右心室心肌病,REC-CDSS-CM-ARVC-01-01-DIAG,疑似ARVC应结合心电图、动态心电图、CMR、基因检测和诊断标准确认诊断。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,REC-CDSS-CM-ALVC-01-01-DIAG,疑似ALVC应结合CMR-LGE、心电/动态心电图和基因检测评估左室受累。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,REC-CDSS-CM-ALVC-01-01-DIAG,疑似ALVC应结合CMR-LGE、心电/动态心电图和基因检测评估左室受累。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ALVC,致心律失常性左心室心肌病,REC-CDSS-CM-ALVC-02-01-TREAT,ALVC应进行猝死风险复评，必要时评估ICD、抗心律失常治疗和心衰治疗。,Medication,MED-AMIODARONE,胺碘酮,,,knowledge_only,,False,True,False,needs_drug_form_route,胺碘酮虽是具体药名，但 Oracle 存在片剂、胶囊、注射液等多剂型。,按急性/长期用药场景确认剂型和给药途径。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-01-01-DIAG,疑似致心律失常性心肌病应结合心电图、动态心电图、CMR和基因检测进行谱系分型。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-01-01-DIAG,疑似致心律失常性心肌病应结合心电图、动态心电图、CMR和基因检测进行谱系分型。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-01-01-DIAG,疑似致心律失常性心肌病应结合心电图、动态心电图、CMR和基因检测进行谱系分型。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ACM,致心律失常性心肌病,REC-CDSS-CM-ACM-02-01-RISK,ACM应进行猝死风险分层，必要时评估ICD，并避免高强度竞技运动。,Procedure,PROC-ICD,植入式心律转复除颤器置入术,,,,,False,True,False,needs_procedure_variant,植入式心律转复除颤器置入术需区分单腔、双腔、置入、置换等操作。,按原文和临床场景确认具体手术/操作字典项。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-RCM,限制型心肌病,REC-CDSS-CM-RCM-01-01-DIAG,疑似限制型心肌病应结合超声、心脏磁共振和必要时心内膜心肌活检明确病因。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-RCM,限制型心肌病,REC-CDSS-CM-RCM-01-01-DIAG,疑似限制型心肌病应结合超声、心脏磁共振和必要时心内膜心肌活检明确病因。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,REC-CDSS-CAD-NSTEMI-01-01-DIAG,无持续ST段抬高但肌钙蛋白升高/动态变化时支持NSTEMI诊断。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CAD-NSTEMI,非ST段抬高型心肌梗死,REC-CDSS-CAD-NSTEMI-01-01-DIAG,无持续ST段抬高但肌钙蛋白升高/动态变化时支持NSTEMI诊断。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,REC-CDSS-CM-NDLVCM-01-01-DIAG,疑似非扩张型左心室心肌病应结合CMR-LGE、左室功能、心电/动态心电图和基因检测进行诊断。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,REC-CDSS-CM-NDLVCM-01-01-DIAG,疑似非扩张型左心室心肌病应结合CMR-LGE、左室功能、心电/动态心电图和基因检测进行诊断。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,REC-CDSS-CM-NDLVCM-02-01-RISK,NDLVCM应长期复评表型、LGE、心律失常和猝死风险，必要时评估ICD。,Procedure,PROC-ICD,植入式心律转复除颤器置入术,,,,,False,True,False,needs_procedure_variant,植入式心律转复除颤器置入术需区分单腔、双腔、置入、置换等操作。,按原文和临床场景确认具体手术/操作字典项。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
