batch_id,document_id,file_name,full_path,relative_path,extension,source_root,source_type,size_bytes,last_write_time,sha256,normalized_title,dedup_group,keep_or_duplicate,duplicate_reason,inclusion_status,inclusion_reason
20260715_肺动脉高压正式解析,DOC-FAF812AF598A7058,ACS  ESC  2023.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\ACS  ESC  2023.pdf,CAD\ACS  ESC  2023.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,11893639,2026-06-02T12:41:44+08:00,FAF812AF598A7058A30022B0F28E8B6B91597360B6248F82ED827FA596575DA8,acsesc2023,SHA-FAF812AF598A7058,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-0CFCD79F003BFB93,CCS CN 2024.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\CCS CN 2024.pdf,CAD\CCS CN 2024.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,3619848,2026-06-02T12:41:44+08:00,0CFCD79F003BFB93E3D46A2780FC5BFA4141ACD024F744574EA074080B029643,ccscn2024,SHA-0CFCD79F003BFB93,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-78579EFFB060EF72,CCS ESC 2019.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\CCS ESC 2019.pdf,CAD\CCS ESC 2019.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,2551960,2026-06-02T12:41:44+08:00,78579EFFB060EF72352A2F9B26CE2DF7BC6A03AA572C6FAE7605B974C2BE0701,ccsesc2019,SHA-78579EFFB060EF72,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-01AF04BA6618BFA0,CCS ESC 2024.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\CCS ESC 2024.pdf,CAD\CCS ESC 2024.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,10113072,2026-06-02T12:41:44+08:00,01AF04BA6618BFA05BF02DB7849C72BAD8C2CFE191FE56664A4762648E715C74,ccsesc2024,SHA-01AF04BA6618BFA0,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-20FC227DFB508FF2,INOCA  ESC 2020.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\INOCA  ESC 2020.pdf,CAD\INOCA  ESC 2020.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,2588718,2026-06-02T12:41:44+08:00,20FC227DFB508FF2A43CDB683EB68227A2DA33704562A1039529AF34006FD3CA,inocaesc2020,SHA-20FC227DFB508FF2,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-43E2E1C7083A9CD6,NSTE-ACS ACC 2014.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\NSTE-ACS ACC 2014.pdf,CAD\NSTE-ACS ACC 2014.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,4612087,2026-06-02T12:41:44+08:00,43E2E1C7083A9CD649185E450E853E7E23CE20A2F030898F6316D0B51C3D3504,nsteacsacc2014,SHA-43E2E1C7083A9CD6,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-2641C8F36B9BF323,NSTE-ACS CN 2016.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\NSTE-ACS CN 2016.pdf,CAD\NSTE-ACS CN 2016.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,unclassified,2207136,2026-06-02T12:41:44+08:00,2641C8F36B9BF323F6C3CD4E9F576761B038FF6CFF24E38F7FB467AD94D9C8E2,nsteacscn2016,SHA-2641C8F36B9BF323,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-223D946BFCBBE084,NSTE-ACS CN 2024.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\NSTE-ACS CN 2024.pdf,CAD\NSTE-ACS CN 2024.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,unclassified,4661251,2026-06-02T12:41:44+08:00,223D946BFCBBE0840EF054842CFD16427A43FE7CF7D49AC47B482C8D805F663B,nsteacscn2024,SHA-223D946BFCBBE084,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-DFD3AED1BB841FF3,NSTE-ACS ESC 2020.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\NSTE-ACS ESC 2020.pdf,CAD\NSTE-ACS ESC 2020.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,4359065,2026-06-02T12:41:44+08:00,DFD3AED1BB841FF332048D9590C52A4AEEC6C8B58CAE633FE3D0F53CFDE00552,nsteacsesc2020,SHA-DFD3AED1BB841FF3,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-73C01373FC69F764,STEMI ACC 2013.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\STEMI ACC 2013.pdf,CAD\STEMI ACC 2013.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,1505112,2026-06-02T12:41:44+08:00,73C01373FC69F76460291A7D63DD4D70A31F303B788633700C5C752E381BA48D,stemiacc2013,SHA-73C01373FC69F764,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-955DCDB8BC81606E,STEMI CN 2019.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\STEMI CN 2019.pdf,CAD\STEMI CN 2019.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,unclassified,881468,2026-06-02T12:41:44+08:00,955DCDB8BC81606E8DAF1C46BC8EA2A30E62425C567F32848C3B1D848D354CCF,stemicn2019,SHA-955DCDB8BC81606E,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-608DDED17DA46BC7,STEMI ESC 2017.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\STEMI ESC 2017.pdf,CAD\STEMI ESC 2017.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,5000212,2026-06-02T12:41:44+08:00,608DDED17DA46BC7E810A525D363A264894EFFE8D997E68DBE921E5FA9EA1BF4,stemiesc2017,SHA-608DDED17DA46BC7,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-73CBCF74B9DAABAC,存活心肌无创影像学评价专家共识.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\存活心肌无创影像学评价专家共识.pdf,CAD\存活心肌无创影像学评价专家共识.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,2061696,2026-06-02T12:41:46+08:00,73CBCF74B9DAABACE7282670C96105E740B3074EE3F3FC5F40E84A1E85E57CB4,存活心肌无创影像学评价专家共识,SHA-73CBCF74B9DAABAC,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-37B4754AACAB4D5F,心肌梗死心电图诊断标准和报告规范中国专家共识.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\心肌梗死心电图诊断标准和报告规范中国专家共识.pdf,CAD\心肌梗死心电图诊断标准和报告规范中国专家共识.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,4502337,2026-06-02T12:41:46+08:00,37B4754AACAB4D5F4ABA863BDCB5525783D011F3AFFDB04A88E05A633E8EF8EA,心肌梗死心电图诊断标准和报告规范中国专家共识,SHA-37B4754AACAB4D5F,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-63C1CE632EA42314,稳定性冠心病诊断与治疗指南 2018.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\稳定性冠心病诊断与治疗指南 2018.pdf,CAD\稳定性冠心病诊断与治疗指南 2018.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,993860,2026-06-02T12:41:46+08:00,63C1CE632EA4231441D561BE991E6ED41B9083255E9E8D172CA43A869953B0CA,稳定性冠心病诊断与治疗指南2018,SHA-63C1CE632EA42314,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-99DE8941F1F5EDF3,经皮冠状动脉介入治疗指南（2025）.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\经皮冠状动脉介入治疗指南（2025）.pdf,CAD\经皮冠状动脉介入治疗指南（2025）.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,3891916,2026-06-02T12:41:46+08:00,99DE8941F1F5EDF3A28D932625E9A7ACAC846EC26BF475A9A2AD874A4C59B6DF,经皮冠状动脉介入治疗指南2025,SHA-99DE8941F1F5EDF3,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-16A94BC5A06F338E,缺血性心肌病血运重建专家共识.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\缺血性心肌病血运重建专家共识.pdf,CAD\缺血性心肌病血运重建专家共识.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,2121374,2026-06-02T12:41:46+08:00,16A94BC5A06F338E21111022D547430BBECD8C2785CCA4A30ED6330A7FF062FB,缺血性心肌病血运重建专家共识,SHA-16A94BC5A06F338E,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-AFB35BB7F5EF5657,青年急性心肌梗死诊断和治疗专家建议.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\CAD\青年急性心肌梗死诊断和治疗专家建议.pdf,CAD\青年急性心肌梗死诊断和治疗专家建议.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,1934787,2026-06-02T12:41:46+08:00,AFB35BB7F5EF5657A12A6FDCF08263570AB6405FBFC1EB25484D9B29FB7C9BB5,青年急性心肌梗死诊断和治疗专家建议,SHA-AFB35BB7F5EF5657,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-12E23619F2A8116D,Endocarditis  ESC  2023.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\Endocarditis  ESC  2023.pdf,Endocarditis  ESC  2023.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,4306430,2026-06-02T12:41:46+08:00,12E23619F2A8116DEA15F3AD3320D4C8144A5E9A857B8D32D07928C82B65FA6C,endocarditisesc2023,SHA-12E23619F2A8116D,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-0964C62B3DD581CA,HF AHA 2022.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\HF AHA 2022.pdf,HF\HF AHA 2022.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,7556809,2026-06-02T12:41:46+08:00,0964C62B3DD581CA2987C2C8695FFC6201980EB9F04B54D7EA3BC49DCEE13A0F,hfaha2022,SHA-0964C62B3DD581CA,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-E2AE11B44F6F744B,HF CN 2024.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\HF CN 2024.pdf,HF\HF CN 2024.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,unclassified,5583886,2026-06-02T12:41:46+08:00,E2AE11B44F6F744B84210CAB9969C650394D20C8358E5713D8A9581FBCC561C8,hfcn2024,SHA-E2AE11B44F6F744B,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-8F13581C6F07FC37,HF ESC 2021.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\HF ESC 2021.pdf,HF\HF ESC 2021.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,5169351,2026-06-02T12:41:46+08:00,8F13581C6F07FC37DACDC9122B40C6B54101BA6E18E6D47B3E475D578E869E52,hfesc2021,SHA-8F13581C6F07FC37,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-84E7F5CB83D7519A,HF ESC 2023.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\HF ESC 2023.pdf,HF\HF ESC 2023.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,418905,2026-06-02T12:41:46+08:00,84E7F5CB83D7519A187851C62C6988FD754A43D35C7A8F8184F21F94CB0664DC,hfesc2023,SHA-84E7F5CB83D7519A,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-29490E0606CAC1D0,中国透析患者慢性心力衰竭管理指南 2022.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\中国透析患者慢性心力衰竭管理指南 2022.pdf,HF\中国透析患者慢性心力衰竭管理指南 2022.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,4615841,2026-06-02T12:41:46+08:00,29490E0606CAC1D014517175F87E3A5A76BF771D32FBF45CAAB5295E0E299E75,中国透析患者慢性心力衰竭管理指南2022,SHA-29490E0606CAC1D0,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-7476B9BFB2D92F3A,射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,HF\射血分数保留的心力衰竭诊断与治疗中国专家共识 2025.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,1309979,2026-06-02T12:41:46+08:00,7476B9BFB2D92F3A8D61298257204BC159C039E6DAB1C54AFDC7FFA6BBFE5419,射血分数保留的心力衰竭诊断与治疗中国专家共识2025,SHA-7476B9BFB2D92F3A,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-7198C13DB2740EAA,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf,HF\心力衰竭患者利尿剂抵抗诊断及管理中国专家共识.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,2484368,2026-06-02T12:41:46+08:00,7198C13DB2740EAADFBB3DBAA86AB166F8AAD7446CEF2BB247114D842E0B2C8F,心力衰竭患者利尿剂抵抗诊断及管理中国专家共识,TITLE-DEB74E7FC40E600F,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-7B18D9DD6A8C0ED9,老年人心肾综合征利尿剂应用的中国专家共识.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HF\老年人心肾综合征利尿剂应用的中国专家共识.pdf,HF\老年人心肾综合征利尿剂应用的中国专家共识.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,consensus,1012942,2026-06-02T12:41:46+08:00,7B18D9DD6A8C0ED947C3AF09B4822DF601FBE93FF1A8792E4CCFF1EED1FFD099,老年人心肾综合征利尿剂应用的中国专家共识,SHA-7B18D9DD6A8C0ED9,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-7F8628B87DE65D12,HT ACC 2017.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT\HT ACC 2017.pdf,HT\HT ACC 2017.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,7443165,2026-06-02T12:41:46+08:00,7F8628B87DE65D12E83DED994113872DF4E921CF90E35C3CA9556435ECF8CAFA,htacc2017,SHA-7F8628B87DE65D12,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-DB0F66F2BB43C682,HT AHA 2025.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT\HT AHA 2025.pdf,HT\HT AHA 2025.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,8603215,2026-06-02T12:41:46+08:00,DB0F66F2BB43C6822DD360028121AC95EF5FCD52294A4D93175F8B97E8777F54,htaha2025,SHA-DB0F66F2BB43C682,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-F6A187686C199FF1,HT ESC 2018.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT\HT ESC 2018.pdf,HT\HT ESC 2018.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,2966277,2026-06-02T12:41:48+08:00,F6A187686C199FF1188E72B3FA65347FCCD4E5B2803CD587053DA8E6B18A2D02,htesc2018,SHA-F6A187686C199FF1,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-DA9BCF2DF3ABF666,HT ESC 2024.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT\HT ESC 2024.pdf,HT\HT ESC 2024.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,12445745,2026-06-02T12:41:48+08:00,DA9BCF2DF3ABF6668E04582557C77389FE2E7709E477AD293A9F2437061C075E,htesc2024,SHA-DA9BCF2DF3ABF666,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
20260715_肺动脉高压正式解析,DOC-0354EAC6824A1FD4,中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南\HT\中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,HT\中国慢性肾脏病患者高血压管理指南（2023年版）.pdf,.pdf,E:\BigMouse\0.CDSS文献诊疗指南材料PDF\心血管内科\诊疗指南,guideline,4746186,2026-06-02T12:41:48+08:00,0354EAC6824A1FD4885839D16B34B49372E2325B961058EED6F40B39A47B74DA,中国慢性肾脏病患者高血压管理指南2023年版,SHA-0354EAC6824A1FD4,keep,,excluded,OUT_OF_SCOPE_PATH_AND_NAME
