batch_dir,relation_id,severity,relationType,relationCategory,source_code,source_name,source_entityType,target_code,target_name,target_entityType,missing_fields,has_provenance_records,has_evidence_text_or_provenance,source_note,source_quality
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-7D5DAAF4CBB2,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-40AB27F53C05,节律控制,TreatmentPlan,MED-CARD-66202C12C872,氟卡尼,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-DD214F43B051,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-40AB27F53C05,节律控制,TreatmentPlan,MED-CARD-0E77096BF3B6,决奈达隆,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-69BF93399813,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-40AB27F53C05,节律控制,TreatmentPlan,MED-CARD-F50DC811465A,索他洛尔,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-4FEFB05C5330,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-40AB27F53C05,节律控制,TreatmentPlan,PROC-CARD-637C708351D2,电复律,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-5F2C585845F0,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-40AB27F53C05,节律控制,TreatmentPlan,PROC-CARD-A89DB5C678D2,房颤导管消融,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-0ACED95D50BB,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-40AB27F53C05,节律控制,TreatmentPlan,PROC-CARD-D9D7DDE63DCF,肺静脉隔离,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-3D73E8B33799,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-5C9E41087192,导管消融,TreatmentPlan,PROC-CARD-A89DB5C678D2,房颤导管消融,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-96087FBFF6CA,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-5C9E41087192,导管消融,TreatmentPlan,PROC-CARD-D9D7DDE63DCF,肺静脉隔离,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-C52D8406FE90,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-8648D7D7CF5C,左心耳封堵,TreatmentPlan,PROC-CARD-0E182AB7B3BC,左心耳封堵术,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-7C0F18EF8A9D,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-946E8629999F,心室率控制,TreatmentPlan,MED-BETA-BLOCKER,β受体阻滞剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-B2C5B0CEB110,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-946E8629999F,心室率控制,TreatmentPlan,MED-CARD-46B9D435A756,地尔硫卓,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-FDA5E612C477,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-946E8629999F,心室率控制,TreatmentPlan,MED-CARD-4973D3CA200F,维拉帕米,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-AF-20260701-001_房颤_AtrialFibrillation,REL-PLANEXEC-B2BA4E2273D4,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-946E8629999F,心室率控制,TreatmentPlan,MED-CARD-9E0C06648CEA,地高辛,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-F4139B255FE7,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-3972CBC8228B,再灌注治疗,TreatmentPlan,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-E9003277A6CC,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-3972CBC8228B,再灌注治疗,TreatmentPlan,MED-CARD-TEXT-D07193A49C,溶栓药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-26E3978A2AA0,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-42FD049DCDB5,抗血小板治疗,TreatmentPlan,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-3D5058DCB2A1,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-A1C4E6332D38,抗凝治疗,TreatmentPlan,MED-CARD-TEXT-EE219280A7,抗凝药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-A483B24946D5,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-FULLBOOK-BBA9C43055,氧疗,TreatmentPlan,PROC-CARD-11EC8565EE70,吸氧治疗,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-648659B1398E,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-613CF0F4952E,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,MED-CARD-TEXT-B905AF3E59,血管紧张素Ⅱ受体拮抗剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-69676CE2B455,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-779257EACB28,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,MED-DIURETIC,利尿剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-A60D28D3C7C0,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,PROC-CARD-E9ADC25A25E3,经皮冠状动脉介入治疗,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-B7E15F35881C,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-TEXT-EEF9C97B59,血运重建,TreatmentPlan,PROC-CARD-BDB19D2C7A36,冠状动脉旁路移植术,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-B7DCDFE04B40,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-FULLBOOK-B87D3F557B,溶栓治疗,TreatmentPlan,MED-CARD-TEXT-D07193A49C,溶栓药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-86C8463FBADF,blocking_for_cdss_scenario,includes_procedure,taxonomy,PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,TreatmentPlan,PROC-CARD-8BAC32B2612E,电复律,Procedure,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-F77F1D6441CD,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-7CC38FBA6F,复律治疗,TreatmentPlan,MED-AMIODARONE,胺碘酮,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-8724A7028CEA,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-16BF65CB29FE,急性冠脉综合征治疗方案,TreatmentPlan,PATHWAY-CARD-FBB8A78A91AB,急性冠脉综合征治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-FE4EA5E35CFA,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-260280003FF2,缺血性心肌病治疗方案,TreatmentPlan,PATHWAY-CARD-47D3A2CC113F,缺血性心肌病治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-801E84798523,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-2CEC4722F549,非ST段抬高型心肌梗死治疗方案,TreatmentPlan,PATHWAY-CARD-E7DCA9EB52BB,非ST段抬高型心肌梗死治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-1BDA5F030CF7,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-46086B93DD2D,ST段抬高型心肌梗死治疗方案,TreatmentPlan,PATHWAY-CARD-0CF7B718B269,ST段抬高型心肌梗死治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-FB5BE79A4953,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-65EBD0DFC019,隐匿性冠心病治疗方案,TreatmentPlan,MED-CARD-DAE0F0B68F1D,他汀类药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-2C0FA7A51273,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-65EBD0DFC019,隐匿性冠心病治疗方案,TreatmentPlan,MED-CARD-TEXT-4E798D0AB2,抗血小板药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-A1114FFCE2D6,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-65EBD0DFC019,隐匿性冠心病治疗方案,TreatmentPlan,MED-BETA-BLOCKER,β受体阻滞剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-B819344B8955,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-65EBD0DFC019,隐匿性冠心病治疗方案,TreatmentPlan,PATHWAY-CARD-CE20E681F8F0,隐匿性冠心病治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-869CA25758CD,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-83DC54FD93C2,急性心肌梗死治疗方案,TreatmentPlan,PATHWAY-CARD-CEAE0C4E99B9,急性心肌梗死治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-B0E7A79DD3C2,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-89D4C114E515,慢性冠脉综合征治疗方案,TreatmentPlan,PATHWAY-CARD-A89AD457E954,慢性冠脉综合征治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-AEB19D93088A,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-8B4C35522D9A,不稳定型心绞痛治疗方案,TreatmentPlan,PATHWAY-CARD-DEBB2FEB08F8,不稳定型心绞痛治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-3106A5928B94,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-9ACFEF0709E2,陈旧性心肌梗死治疗方案,TreatmentPlan,PATHWAY-CARD-CDD85E19C142,陈旧性心肌梗死治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-PLANEXEC-F3372EA1BDA1,blocking_for_cdss_scenario,has_clinical_pathway,taxonomy,PLAN-CARD-DDD036288AF3,稳定型心绞痛治疗方案,TreatmentPlan,PATHWAY-CARD-BA4901A548C2,稳定型心绞痛治疗路径,ClinicalPathway,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CAD-20260623-001,REL-8E3B5C384507CD38,blocking_for_cdss_scenario,has_follow_up,therapeutic,DIS-CARD-CAD-SILENT-ISCHEMIA,隐匿性冠心病,Disease,FU-CARD-CAD-SILENT-ISCHEMIA-ANNUAL-FOLLOW-UP,隐匿性冠心病年度临床随访评估,FollowUp,guideline_id|source_page,true,true,,curated_required_gap_backfill
BATCH-CARD-CM-20260622-001,REL-PLANEXEC-117FB04044F2,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-A1C4E6332D38,抗凝治疗,TreatmentPlan,MED-CARD-TEXT-EE219280A7,抗凝药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CM-20260622-001,REL-PLANEXEC-F8A1637DF8E2,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,MED-BETA-BLOCKER,β受体阻滞剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CM-20260622-001,REL-PLANEXEC-D9DAF0BE26F4,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,MED-CARD-TEXT-28E925C6DE,钙通道阻滞剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CM-20260622-001,REL-PLANEXEC-E0AE7899ED43,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-655F4B37BC,控制心室率,TreatmentPlan,MED-CARD-TEXT-93710567D3,洋地黄类药物,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
BATCH-CARD-CM-20260622-001,REL-PLANEXEC-2B74BA1043B7,blocking_for_cdss_scenario,includes_medication,taxonomy,PLAN-CARD-TEXT-BDE62A3BE0,降压治疗,TreatmentPlan,MED-CARD-E40082221530,血管紧张素转换酶抑制剂,Medication,confidence|document_id|evidence_id|evidence_level|evidence_text|guideline_id|recommendation_class|segment_id|source_name|source_page|source_section|source_type|source_version,false,false,auto_repair_treatment_plan_to_execution_entity,
