id,entity_type,kg_node_code,kg_node_name,target_table,issue_type,reason,proposed_value,current_value,source,target_id,target_code,target_name,review_layer,recommended_action,classification_reason,group_id
f3ed9ccc940c517a9e3fb2901454187d,Symptom,SYM-CARD-CFEE6A15D3BD,静息性呼吸困难,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""静息呼吸困难"", ""静息性气短"", ""静息气短""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_SYMPTOM_DICT
6e3b9cff9ea65ff0887e03d936dde3f2,Symptom,SYM-CARD-F655A47C2B62,黑矇,K_SYMPTOM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""眼前发黑"", ""一过性黑矇""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_SYMPTOM_DICT
18dfa7212dad5d61b7574393008c8619,ExamItem,EXAM-CARD-A80B855C8C77,12导联心电图,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""心电图"", ""常规心电图"", ""12导联ECG"", ""ECG""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
b39659cb867c5a618c4164c46f70ba44,ExamItem,EXAM-CARD-FULLBOOK-80909CCD5C,CT肺动脉造影,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""CTPA"", ""CT 肺动脉造影"", ""肺动脉CTA""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
3bc8344b34d05b478a5bba83ace377d4,ExamItem,EXAM-CARD-CF719F4B0836,CT血管造影,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""CTA"", ""CT血管造影"", ""冠状动脉CTA""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
7a196bfd1b1e54708b842966d3a4c979,ExamItem,CARD-SKELETON-20260709-EXAM-B66979D14041DD2B,X线,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""X线""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
cc82c6ffd9bb5682be76e484d830a5bc,ExamItem,EXAM-CARD-AORTA-CTA-CDSS,主动脉CTA,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""主动脉CT血管成像"", ""CTA主动脉"", ""Aorta CTA""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
ee7c5b3242575e9da919b2613f58fceb,ExamItem,EXAM-CARD-41BF81CAB3CE,事件记录仪,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""事件监测"", ""心电事件记录""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
dbd87578b31158ed9fa1973f0a97b9e7,ExamItem,CARD-SKELETON-FULL-20260709-EXAM-40BD433C71F71D08,光学相干断层扫描,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""OCT"", ""光学相干断层扫描"", ""光学相干断层成像""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
ef6adcf8e04a53d590dc575c19e7fa1e,ExamItem,EXAM-CARD-STEMI-43AF84ECFEAC,单光子发射计算机断层显像,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""SPECT""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
4e551d0fb528525e9054a7a9fe3e6740,ExamItem,EXAM-CARD-FE5579C751A4,右心导管检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""右心导管"", ""右心漂浮导管检查""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
98d9f338541a5830a0f300865dc14965,ExamItem,EXAM-GENETIC,基因检测,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""基因筛查""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
9472ac5bc26359c3a565774558aa3543,ExamItem,EXAM-CARD-009841714F76,家庭血压监测,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""家庭自测血压""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
08edebe9598b53af84bd42dffe2c267f,ExamItem,EXAM-EMB,心内膜心肌活检,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""心肌活检"", ""心内膜和心肌活检""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
a7a3553bccfe5544b0e7f8de2ed3402e,ExamItem,EXAM-CARD-B27427130801,心导管检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
7ad26f09863a58f4b387659fabd18ef6,ExamItem,EXAM-ECG,心电图,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""ECG"", ""EKG"", ""心电图""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
a7f3ae94223c5dbfab68537fe0bf2af4,ExamItem,EXAM-CARD-471B1F30EE60,心肌炎检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
f28bc5e1bb3d5332b8317a9d7b003f47,ExamItem,EXAM-CARD-TEXT-8AF3973EB6,心脏导管检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""导管检查"", ""右心导管""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
a64afb04d80658bcac96c33ee00d4a36,ExamItem,EXAM-CARD-85148D8A75A3,心脏电生理检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""电生理检查"", ""心内电生理检查""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
97bb48598eef5098bdd3cede4f693e99,ExamItem,EXAM-CMR,心脏磁共振,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""CMR"", ""心脏MRI"", ""心脏磁共振"", ""心血管磁共振""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
0682640e7a0a5a18889137c2f238a95b,ExamItem,EXAM-CARD-94BED620724C,暴发性心肌炎检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
2aa6cc79ceb15745903aa820267838d4,ExamItem,EXAM-CARD-F6169EE9D82C,植入式心电监测,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""植入式循环记录器"", ""ILR""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
17d05f34b0dc5012ae853ba916c6d0c8,ExamItem,EXAM-CARD-STEMI-71B00278E585,正电子发射断层显像,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""PET""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
1c9f501fbdf65318bbca45bd900312df,ExamItem,EXAM-CARD-TEXT-C33E64A777,电生理检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""EPS"", ""心内电生理检查"", ""电生理研究"", ""电生理检查""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
4b258cb288dc5a7790b33f199e6a5d06,ExamItem,EXAM-CLINICAL-HISTORY,病史采集,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
a0f49a52522d52bd8a69e239ba82cd88,ExamItem,EXAM-CARD-FDECC92EDFB7,睡眠呼吸监测,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""睡眠监测"", ""多导睡眠监测""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
001c685717985b6f8e5bfba7fb04169e,ExamItem,EXAM-CARD-TEXT-8633D5B324,磁共振成像,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""MRI"", ""MRA"", ""磁共振显像""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
3129972dee0f571eb7ee50e1887ec495,ExamItem,EXAM-TEE,经食管超声心动图,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""TEE"", ""经食管超声心动图"", ""食管超声""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
2cea6ec2078f5f4999c693248e2343b6,ExamItem,EXAM-CARD-FULLBOOK-FED1A8ECF0,肺通气/灌注显像,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""V/Q显像"", ""肺通气 / 灌注显像"", ""放射性核素肺通气""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
c921905ec0115405a32b2701cea7ae4b,ExamItem,EXAM-CARD-7611BF5653DB,肾上腺CT,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肾上腺增强CT""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
970f9a40d1f45754a688189a0164e3ee,ExamItem,EXAM-CARD-D9EE1FF4CE81,肾上腺静脉采血,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肾上腺静脉取血"", ""AVS""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
3e1f95a6f00358b1bfa72fd1c773a474,ExamItem,EXAM-CARD-AA7D75430BA0,肾动脉超声,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""肾动脉彩超""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
5c6cdf18c7fd5cd28968cf759ceec050,ExamItem,EXAM-CARD-D690076CB8EB,胸部X线,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""胸部X线""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
877a5157d7105a8f972f71fb4ab351c9,ExamItem,EXAM-CARD-TEXT-BE9C2270C9,胸部X线检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""X 线"", ""X线"", ""胸片"", ""X线胸片""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
7479f9077649591ca70ec898e4a562e8,ExamItem,EXAM-CARD-CHEST-IMAGING-CDSS,胸部影像学检查,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""胸片"", ""胸部X线"", ""胸部CT""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
5afb8783d8f557b9b56766a757005f87,ExamItem,CARD-SKELETON-20260709-EXAM-652809DC86CBF5A2,血管内超声,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""IVUS"", ""血管内超声"", ""冠状动脉血管内超声""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
134aab2fa67552d2a5a9043551b3ac90,ExamItem,EXAM-CARD-FULLBOOK-27900FDADC,血管超声,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""血管彩色多普勒超声"", ""多普勒超声""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
d98d2ad55755581386bff4a58d42cbd8,ExamItem,CARD-SKELETON-20260709-EXAM-4974BA875B54084B,计算机断层扫描,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
698c4e88e14557fba773f39ae55e2176,ExamItem,EXAM-CARD-1F526A303B77,诊室血压测量,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""诊室血压"", ""办公室血压""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
ea7c3e4bb546512e8fbdab19d02cd139,ExamItem,EXAM-TTE,超声心动图,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""UCG"", ""心脏超声"", ""超声心动图""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
b8c695fd45e65e098f325454bae150d5,ExamItem,EXAM-CARD-ECHOCARDIOGRAPHY,超声心动图,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""心脏超声"", ""经胸超声心动图"", ""TTE"", ""UCG"", ""Echocardiography""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
7f5e62c8ee6159a2ace193894eadd368,ExamItem,EXAM-CARD-896888B4FC85,运动试验,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""运动负荷试验""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
02b2ae0ea89e59d0bd967963f0281fdf,ExamItem,EXAM-CARD-241B4B0218DF,运动负荷试验,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""负荷试验"", ""运动试验"", ""运动负荷试验""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
0c86e708181e5866bf7b425f16b9e157,ExamItem,EXAM-CARD-90DB0CAFC311,食管心房调搏,K_EXAM_ITEM_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": [""食管调搏"", ""经食管心房调搏""]}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_ITEM_DICT
58ea94b13af357b1bc9af4009a094c97,ExamObservation,IND-EXAM-TTE-左室射血分数,左室射血分数,K_EXAM_OBSERVATION_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_OBSERVATION_DICT
493dc240754653d18b4f55d0053076da,ExamObservation,IND-EXAM-CARD-09DFFB573658-延迟钆增强,延迟钆增强,K_EXAM_OBSERVATION_DICT,MISSING_IN_EXISTING_DICTIONARY,现有Oracle字典未能唯一匹配；第一批不修改既有字典,[],"{""aliases"": []}",Neo4j图谱与Oracle有效字典只读比对,,,,分组批量确认,候选注册,通过标题污染、疾病壳、推理句和药物类别初筛，进入同类批量确认。,GROUP-K_EXAM_OBSERVATION_DICT
