scope,disease_code,disease,rule_code,rule_name,rule_text,evidence_code,evidence_name,source_name,score,matched_keywords,status
心律失常,DIS-CARD-ARR-AT,房性心动过速,RULE-CDSS-SVTAFL-ARR-AT-03-01-TREAT,房性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,47,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；AT；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AT,房性心动过速,RULE-CDSS-SVTAFL-ARR-AT-04-01-FOLLOW,房性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,43,心律失常；房颤；室速；室颤；SVT；VT；CARD；AT；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB-01-01-DIAG,房室传导阻滞诊断确认阶段规则,当患者症状、体征或检查提示房室传导阻滞可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-CARD-FOUND-00090,房室传导阻滞-etiology-教材证据,《内科学（第10版）》.docx,37,同病种；房室传导阻滞；房颤；房扑；心动过速；传导阻滞；AVB；CARD；ARR；诊断；心电图；检查；有原文证据；心律失常,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB-02-01-RISK,房室传导阻滞风险分层阶段规则,在房室传导阻滞诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB-03-01-TREAT,房室传导阻滞治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB,房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB-04-01-FOLLOW,房室传导阻滞随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-AVB1,一度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB1-01-01-DIAG,一度房室传导阻滞诊断确认阶段规则,当患者症状、体征或检查提示一度房室传导阻滞可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB1,一度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB1-02-01-RISK,一度房室传导阻滞风险分层阶段规则,在一度房室传导阻滞诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB1,一度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB1-03-01-TREAT,一度房室传导阻滞治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB1,一度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB1-04-01-FOLLOW,一度房室传导阻滞随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-AVB2,二度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB2-01-01-DIAG,二度房室传导阻滞诊断确认阶段规则,当患者症状、体征或检查提示二度房室传导阻滞可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB2,二度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB2-02-01-RISK,二度房室传导阻滞风险分层阶段规则,在二度房室传导阻滞诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB2,二度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB2-03-01-TREAT,二度房室传导阻滞治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB2,二度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB2-04-01-FOLLOW,二度房室传导阻滞随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-AVB3,三度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,三度房室传导阻滞诊断确认阶段规则,当患者症状、体征或检查提示三度房室传导阻滞可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB3,三度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB3-02-01-RISK,三度房室传导阻滞风险分层阶段规则,在三度房室传导阻滞诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB3,三度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB3-03-01-TREAT,三度房室传导阻滞治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVB3,三度房室传导阻滞,RULE-CDSS-BRADYAVB-ARR-AVB3-04-01-FOLLOW,三度房室传导阻滞随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVNRT-01-01-DIAG,房室结折返性心动过速诊断确认阶段规则,当患者症状、体征或检查提示房室结折返性心动过速可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVNRT-02-01-RISK,房室结折返性心动过速风险分层阶段规则,在房室结折返性心动过速诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVNRT-03-01-TREAT,房室结折返性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVNRT,房室结折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVNRT-04-01-FOLLOW,房室结折返性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVRT-01-01-DIAG,房室折返性心动过速诊断确认阶段规则,当患者症状、体征或检查提示房室折返性心动过速可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVRT-02-01-RISK,房室折返性心动过速风险分层阶段规则,在房室折返性心动过速诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVRT-03-01-TREAT,房室折返性心动过速治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-AVRT,房室折返性心动过速,RULE-CDSS-SVTAFL-ARR-AVRT-04-01-FOLLOW,房室折返性心动过速随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-BBB,束支传导阻滞,RULE-CDSS-BRADYAVB-ARR-BBB-01-01-DIAG,束支传导阻滞诊断确认阶段规则,当患者症状、体征或检查提示束支传导阻滞可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,束支传导阻滞；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-BBB,束支传导阻滞,RULE-CDSS-BRADYAVB-ARR-BBB-02-01-RISK,束支传导阻滞风险分层阶段规则,在束支传导阻滞诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,41,束支传导阻滞；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-BBB,束支传导阻滞,RULE-CDSS-BRADYAVB-ARR-BBB-03-01-TREAT,束支传导阻滞治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,47,束支传导阻滞；心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-BBB,束支传导阻滞,RULE-CDSS-BRADYAVB-ARR-BBB-04-01-FOLLOW,束支传导阻滞随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,RULE-CDSS-BRADYAVB-ARR-BRADY-01-01-DIAG,缓慢性心律失常诊断确认阶段规则,当患者症状、体征或检查提示缓慢性心律失常可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,RULE-CDSS-BRADYAVB-ARR-BRADY-02-01-RISK,缓慢性心律失常风险分层阶段规则,在缓慢性心律失常诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,RULE-CDSS-BRADYAVB-ARR-BRADY-03-01-TREAT,缓慢性心律失常治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-BRADY,缓慢性心律失常,RULE-CDSS-BRADYAVB-ARR-BRADY-04-01-FOLLOW,缓慢性心律失常随访管理阶段规则,治疗后或稳定期按照随访计划复评疗效、不良事件和风险变化。,EVD-4636855977146C2FB654-HCM,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf 第20页证据（SEG-DOC-80984BC35C87AC53-20-GL-00076-HCM）,中国 成人肥厚型心肌病诊断与治疗指南2023.pdf,41,心律失常；房颤；室速；室颤；SVT；VT；CARD；治疗；药物；消融；起搏；利尿；禁忌；风险；卒中；评分；监测；有原文证据；指南/共识,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,RULE-CDSS-VASCD-ARR-BRUGADA-01-01-DIAG,Brugada综合征诊断确认阶段规则,当患者症状、体征或检查提示Brugada综合征可能时，先补齐诊断标准、关键检查和鉴别诊断依据。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,37,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；有原文证据,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,RULE-CDSS-VASCD-ARR-BRUGADA-02-01-RISK,Brugada综合征风险分层阶段规则,在Brugada综合征诊断成立或高度疑似后，结合危险因素、评分/分层和并发症决定后续处理强度。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,39,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；猝死；有原文证据,linked
心律失常,DIS-CARD-ARR-BRUGADA,Brugada综合征,RULE-CDSS-VASCD-ARR-BRUGADA-03-01-TREAT,Brugada综合征治疗决策阶段规则,在诊断和风险评估基础上，结合禁忌证、合并症和患者状态触发治疗推荐。,EVD-TB-BD3DD4B123954CD56A28-ARVC,《内科学》第10版 第313页证据（SEG-DOC-C0BB559FA2C8448A-313-TB-00027）,《内科学》第10版,45,心律失常；心动过速；传导阻滞；室速；AF；SVT；VT；VF；CARD；ARR；诊断；评估；心电图；超声；心脏磁共振；检查；治疗；药物；手术；猝死；有原文证据,linked
