disease_code,disease_name,recommendation_code,recommendation_name,entity_type,node_code,node_name,cdss_use_status,clinical_use_status,dictionary_validation_status,source_table,cdss_order_ready,cdss_display_ready,emr_write_allowed,cdss_dictionary_resolution_status,cdss_dictionary_resolution_note,cdss_dictionary_required_action,处置结论
DIS-CARD-ARR-AVB3,三度房室传导阻滞,REC-CDSS-BRADYAVB-ARR-AVB3-01-01-DIAG,疑似三度房室传导阻滞时，应结合心电图传导阻滞诊断依据、心电图、电生理检查进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CAD-UA,不稳定型心绞痛,REC-CDSS-CAD-UA-01-01-DIAG,不稳定型心绞痛需结合症状、心电图和肌钙蛋白排除NSTEMI。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CAD-UA,不稳定型心绞痛,REC-CDSS-CAD-UA-01-01-DIAG,不稳定型心绞痛需结合症状、心电图和肌钙蛋白排除NSTEMI。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,REC-CDSS-VASCD-ARR-CPVT-01-01-DIAG,疑似儿茶酚胺敏感性多形性室性心动过速时，应结合儿茶酚胺敏感性多形性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-CPVT,儿茶酚胺敏感性多形性室性心动过速,REC-CDSS-VASCD-ARR-CPVT-01-01-DIAG,疑似儿茶酚胺敏感性多形性室性心动过速时，应结合儿茶酚胺敏感性多形性室性心动过速诊断标准、冠状动脉造影、动态心电图、基因检测、心电图进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-BIVENTRICULAR,全心衰竭,REC-CDSS-HF-HF-BIVENTRICULAR-01-01-DIAG,疑似全心衰竭时，应结合心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-RIGHT,右心衰竭,REC-CDSS-HF-HF-RIGHT-01-01-DIAG,疑似右心衰竭时，应结合右心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-SVT,室上性心动过速,REC-CDSS-SVTAFL-ARR-SVT-01-01-DIAG,疑似室上性心动过速时，应结合室上性心动过速诊断标准、12导联心电图、动态心电图、电生理检查、超声心动图等进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-VA,室性心律失常,REC-CDSS-VASCD-ARR-VA-01-01-DIAG,疑似室性心律失常时，应结合室性心律失常诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-VA,室性心律失常,REC-CDSS-VASCD-ARR-VA-01-01-DIAG,疑似室性心律失常时，应结合室性心律失常诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-VA,室性心律失常,REC-CDSS-VASCD-ARR-VA-01-01-DIAG,疑似室性心律失常时，应结合室性心律失常诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-PVC,室性期前收缩,REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,疑似室性期前收缩时，应结合室性期前收缩诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-PVC,室性期前收缩,REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,疑似室性期前收缩时，应结合室性期前收缩诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-PVC,室性期前收缩,REC-CDSS-VASCD-ARR-PVC-01-01-DIAG,疑似室性期前收缩时，应结合室性期前收缩诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-HFpEF,射血分数保留的心力衰竭,REC-CDSS-HF-HF-HFpEF-01-01-DIAG,疑似射血分数保留的心力衰竭时，应结合射血分数保留的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-HFmrEF,射血分数轻度降低的心力衰竭,REC-CDSS-HF-HF-HFmrEF-01-01-DIAG,疑似射血分数轻度降低的心力衰竭时，应结合射血分数轻度降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-HFrEF,射血分数降低的心力衰竭,REC-CDSS-HF-HF-HFrEF-01-01-DIAG,疑似射血分数降低的心力衰竭时，应结合射血分数降低的心力衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,REC-CDSS-VASCD-ARR-TDP-01-01-DIAG,疑似尖端扭转型室性心动过速时，应结合尖端扭转型室性心动过速诊断标准、动态心电图、基因检测、心电图、心脏磁共振成像等进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,REC-CDSS-VASCD-ARR-TDP-01-01-DIAG,疑似尖端扭转型室性心动过速时，应结合尖端扭转型室性心动过速诊断标准、动态心电图、基因检测、心电图、心脏磁共振成像等进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-TDP,尖端扭转型室性心动过速,REC-CDSS-VASCD-ARR-TDP-01-01-DIAG,疑似尖端扭转型室性心动过速时，应结合尖端扭转型室性心动过速诊断标准、动态心电图、基因检测、心电图、心脏磁共振成像等进行诊断确认和必要鉴别。,ExamItem,EXAM-CMR,心脏磁共振,,,knowledge_only,,False,True,False,needs_specific_exam,心脏磁共振需区分平扫、增强、延迟强化等项目。,回原文证据确认具体 CMR 项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-LEFT,左心衰竭,REC-CDSS-HF-HF-LEFT-01-01-DIAG,疑似左心衰竭时，应结合左心衰竭诊断标准、心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-VF,心室扑动与心室颤动,REC-CDSS-VASCD-ARR-VF-01-01-DIAG,疑似心室扑动与心室颤动时，应结合心室扑动与心室颤动诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-VF,心室扑动与心室颤动,REC-CDSS-VASCD-ARR-VF-01-01-DIAG,疑似心室扑动与心室颤动时，应结合心室扑动与心室颤动诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ATRIAL,心房心肌病,REC-CDSS-CM-ATRIAL-01-01-DIAG,心房心肌病应结合房性心律失常、心房结构/功能异常和EHRA组织学分型框架进行评估。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CM-ATRIAL,心房心肌病,REC-CDSS-CM-ATRIAL-01-01-DIAG,心房心肌病应结合房性心律失常、心房结构/功能异常和EHRA组织学分型框架进行评估。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-AF,心房颤动,REC-CDSS-AF-ARR-AF-03-01-TREAT,心房颤动治疗应根据病情严重程度、禁忌证和患者特征选择复律治疗、导管消融、左心耳封堵、β受体阻滞剂、低分子肝素等。,Medication,MED-BETA-BLOCKER,β受体阻滞剂,,,knowledge_only,,False,True,False,medication_class_not_orderable,β受体阻滞剂是药物类别，不是具体可开立药品。,保留为推荐类别；正式医嘱需下钻到美托洛尔等具体药品和剂型。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-ARR-AF,心房颤动,REC-CDSS-AF-ARR-AF-03-01-TREAT,心房颤动治疗应根据病情严重程度、禁忌证和患者特征选择复律治疗、导管消融、左心耳封堵、β受体阻滞剂、低分子肝素等。,Medication,MED-CARD-02BB82DF8F9A,低分子肝素,,,knowledge_only,,False,True,False,non_orderable_category,药物类别或宽口径药物名称，可展示但不可直接下医嘱。,保留为知识展示或上位类别；正式医嘱需下钻到具体标准字典项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-POST-MI,心肌梗死后心力衰竭,REC-CDSS-HF-HF-POST-MI-01-01-DIAG,疑似心肌梗死后心力衰竭时，应结合心力衰竭诊断标准、心肌梗死后心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-SCD-SUDDEN,心脏性猝死,REC-CDSS-VASCD-SCD-SUDDEN-01-01-DIAG,疑似心脏性猝死时，应结合心脏性猝死诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-SCD-SUDDEN,心脏性猝死,REC-CDSS-VASCD-SCD-SUDDEN-01-01-DIAG,疑似心脏性猝死时，应结合心脏性猝死诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-SCD-SUDDEN,心脏性猝死,REC-CDSS-VASCD-SCD-SUDDEN-01-01-DIAG,疑似心脏性猝死时，应结合心脏性猝死诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-SCD-ARREST,心脏骤停,REC-CDSS-VASCD-SCD-ARREST-01-01-DIAG,疑似心脏骤停时，应结合心脏骤停诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-GENETIC,基因检测,,,knowledge_only,,False,True,False,needs_specific_exam,基因检测为宽口径检查动作，不同疾病对应检测范围不同。,按疾病和原文证据确定基因检测类型或进入待注册。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-SCD-ARREST,心脏骤停,REC-CDSS-VASCD-SCD-ARREST-01-01-DIAG,疑似心脏骤停时，应结合心脏骤停诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-SCD-ARREST,心脏骤停,REC-CDSS-VASCD-SCD-ARREST-01-01-DIAG,疑似心脏骤停时，应结合心脏骤停诊断标准、冠状动脉造影、动态心电图、基因检测、心电图等进行诊断确认和必要鉴别。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CAD-ACS,急性冠脉综合征,REC-CDSS-CAD-ACS-01-01-ECG-TROP,疑似ACS应优先进行心电图和心肌肌钙蛋白评估。,ExamItem,EXAM-ECG,心电图,,,knowledge_only,,False,True,False,needs_specific_exam,心电图为宽口径检查动作；需按原文场景区分常规心电图、动态心电图、急诊心电图等，不能只按名称硬映射。,回原文证据确认具体检查项目；若为普通十二导联/常规心电图，可映射到常规心电图检查。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-CAD-ACS,急性冠脉综合征,REC-CDSS-CAD-ACS-01-01-ECG-TROP,疑似ACS应优先进行心电图和心肌肌钙蛋白评估。,LabItem,LAB-CARD-CADCD76D40B9,心肌损伤标志物,,,knowledge_only,,False,True,False,needs_lab_subitem_drilldown,心肌损伤标志物是组合检验概念，应下钻到肌钙蛋白、CK-MB、肌红蛋白等检验项目/细项。,补具体检验项目和检验细项后再参与正式医嘱。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-AHF,急性心力衰竭,REC-CDSS-HF-HF-AHF-01-01-DIAG,疑似急性心力衰竭时，应结合心力衰竭诊断标准、急性心力衰竭诊断标准、利钠肽、左心室射血分数、超声心动图进行诊断确认和必要鉴别。,ExamItem,EXAM-TTE,超声心动图,,,knowledge_only,,False,True,False,needs_specific_exam,超声心动图为宽口径检查动作；Oracle 中存在 M 型、二维、多普勒、经食管、负荷等多种项目。,回原文证据确认具体超声类型；不能直接把宽口径名称当医嘱项目。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
DIS-CARD-HF-AHF,急性心力衰竭,REC-CDSS-HF-HF-AHF-03-01-TREAT,急性心力衰竭治疗应根据病情严重程度、禁忌证和患者特征选择急性心力衰竭治疗方案、β受体阻滞剂、血管紧张素Ⅱ受体阻滞剂、血管紧张素受体脑啡肽酶抑制剂、血管紧张素转换酶抑制剂等。,Medication,MED-BETA-BLOCKER,β受体阻滞剂,,,knowledge_only,,False,True,False,medication_class_not_orderable,β受体阻滞剂是药物类别，不是具体可开立药品。,保留为推荐类别；正式医嘱需下钻到美托洛尔等具体药品和剂型。,已分类为非直接医嘱动作：可展示，不可直接下医嘱/回填EMR
