ai_evidence_review_status,batch_id,cdss_release_level,clinical_review_status,confidence,conflict_status,created_at,evidence_count,evidence_ids,formal_cdss_ready,id,merge_status,polarity,relationCategory,relationType,review_status,schema_version,scope_target,scope_type,source_code,target_code
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-0EBC528F9F2374DA5B28-ATRIAL', 'EVD-28A6FE4B0E63BA664B7E-ATRIAL', 'EVD-74C08FDA665F90308028-ATRIAL', 'EVD-773C089A9E762740DADF-ATRIAL', 'EVD-B7158EA8F42BD3742755-ATRIAL']",False,REL-C1A20544818111CA3136,delta_migration,positive,pathway,has_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,PATH-CARD-CM-ATRIAL-AF-STROKE-RISK,STAGE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,0,[],False,REL-9FB2AADC82973CC38400,delta_migration,positive,pathway,next_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-02-TREATMENT-DECISION,STAGE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-0EBC528F9F2374DA5B28-ATRIAL', 'EVD-28A6FE4B0E63BA664B7E-ATRIAL', 'EVD-74C08FDA665F90308028-ATRIAL', 'EVD-773C089A9E762740DADF-ATRIAL', 'EVD-B7158EA8F42BD3742755-ATRIAL']",False,REL-0A0C8EE710C9EF9807DE,delta_migration,positive,pathway,has_stage_rule,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY,RULE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-0EBC528F9F2374DA5B28-ATRIAL', 'EVD-28A6FE4B0E63BA664B7E-ATRIAL', 'EVD-74C08FDA665F90308028-ATRIAL', 'EVD-773C089A9E762740DADF-ATRIAL', 'EVD-B7158EA8F42BD3742755-ATRIAL']",False,REL-BCCB2A1B61837CF97B06,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY,FU-CARD-4F0F5C00E92E
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-0EBC528F9F2374DA5B28-ATRIAL', 'EVD-28A6FE4B0E63BA664B7E-ATRIAL', 'EVD-74C08FDA665F90308028-ATRIAL', 'EVD-773C089A9E762740DADF-ATRIAL', 'EVD-B7158EA8F42BD3742755-ATRIAL']",False,REL-2827130D0A42AE059293,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY,FU-CARD-4F0F5C00E92E
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-0EBC528F9F2374DA5B28-ATRIAL', 'EVD-28A6FE4B0E63BA664B7E-ATRIAL', 'EVD-74C08FDA665F90308028-ATRIAL', 'EVD-773C089A9E762740DADF-ATRIAL', 'EVD-B7158EA8F42BD3742755-ATRIAL']",False,REL-9C049C4502B9BDD86EDB,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY,RISK-CARD-5D9AF80FB084
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-0EBC528F9F2374DA5B28-ATRIAL', 'EVD-28A6FE4B0E63BA664B7E-ATRIAL', 'EVD-74C08FDA665F90308028-ATRIAL', 'EVD-773C089A9E762740DADF-ATRIAL', 'EVD-B7158EA8F42BD3742755-ATRIAL']",False,REL-FDA8A4CCDD81F7453A17,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATH-CARD-CM-ATRIAL-AF-STROKE-RISK-03-FOLLOWUP-SAFETY,RISK-CARD-5D9AF80FB084
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-BB9B71728F83A87026E1,delta_migration,positive,pathway,has_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,PATHWAY-CARD-04AD8DC8503F,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-01-ASSESSMENT
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-A4896F01E2206A7969A6,delta_migration,positive,pathway,has_stage_rule,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-01-ASSESSMENT,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-01-ASSESSMENT
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-20B1FB4534A7D64E7D23,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-01-ASSESSMENT,DXC-CARD-REQ-206010AB3275
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-DD89EFD1123039B77623,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-01-ASSESSMENT,DXC-CARD-REQ-206010AB3275
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-B2039EB81A857DA281A0,delta_migration,positive,pathway,has_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,PATHWAY-CARD-04AD8DC8503F,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,0,[],False,REL-5AB3EA43D0F988728FB9,delta_migration,positive,pathway,next_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-01-ASSESSMENT,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-C5B10936DAF77ED0E80C,delta_migration,positive,pathway,has_stage_rule,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-BCB0CCA0174CCC74EDC2,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-E01DCE98BB99
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-A732A499FDC857B5BAAC,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-E01DCE98BB99
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-305AEFC27396CB697525,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-2DBB5F9C858E
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-EB2A3EC26CE36ABE0C17,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-2DBB5F9C858E
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-F28D4393EA8BEDB7B52E,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-A694F46F1102
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-85DA8AB2837196B876A8,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-A694F46F1102
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-9DFFB0CF8DEF52FD54DF,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-946BE3CB675F
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-A40FA3EF39DE8C113B27,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-946BE3CB675F
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-8BB88F2FF479D5FEC9BD,delta_migration,positive,pathway,has_recommended_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-8D7FDE84DC07
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-6986DF58476E9A17D36D,delta_migration,positive,cdss_rule,recommends_action,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,RULE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,PLAN-CARD-8D7FDE84DC07
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,5,"['EVD-00323EE9BEA35BEB60BB-VA', 'EVD-01226DDDBF2566E8F84E-VA', 'EVD-016B94527BFF83301D33-VA', 'EVD-02C09DB539E2AD3ADB44-VA', 'EVD-03457637AF26C7A4FF24-VA']",False,REL-01522CCE68E967C54E7B,delta_migration,positive,pathway,has_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,PATHWAY-CARD-04AD8DC8503F,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-03-FOLLOWUP-SAFETY
ai_prechecked_limited,BATCH-CARD-STATIC-CDSS-MIGRATION-20260707,test_recommendation,pending_clinical_use_effect_review,0.86,none,2026-07-07 15:18:58,0,[],False,REL-5B2E757A3970334F7A31,delta_migration,positive,pathway,next_pathway_stage,approved_for_sample,V1.9,冠心病、心肌病、室性心律失常、心脏性猝死及历史静态路径迁移,multi_disease_static_migration,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-02-TREATMENT-DECISION,STAGE-MIG-PATHWAY-CARD-04AD8DC8503F-03-FOLLOWUP-SAFETY
