disease_code,disease_name,pathway_element,required_relation,repair_status,exact_evidence_count,name_fallback_evidence_count,same_disease_any_pathway_evidence_count,candidate_relation_count,evidence_sample_text,candidate_sample_names
DIS-CARD-CM-ATRIAL,心房心肌病,etiology,has_etiology,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,5,0,"cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de- disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de­ disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | 4.10.1 定义与分型 酒精可能诱发或加重HCM 患者流出道梗阻 [268]， 心房心肌病是指心房发生组织结构和功能的异 不建议任何心肌病患者饮酒。吸烟可引起心肌纤维 常改变，进而引发心房纤维化、机械功能障碍、电生 化、心肌肥厚、心律失常及心功能障碍，建议患者 理功能障碍和高凝状态等临床表现的一种疾病 [258]。 积极戒烟 [269]。 依据病理学特点可分4 型 [259]：1 型：心肌病变为主， 对个人病程、预后和家族遗传等问题的焦虑及 多见于孤立性心房颤动、糖尿病、遗传疾病；2 型： 抑郁在心肌病患者中普遍",
DIS-CARD-CM-ATRIAL,心房心肌病,symptom,has_symptom,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,5,0,"cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de- disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de­ disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | 4.10.1 定义与分型 酒精可能诱发或加重HCM 患者流出道梗阻 [268]， 心房心肌病是指心房发生组织结构和功能的异 不建议任何心肌病患者饮酒。吸烟可引起心肌纤维 常改变，进而引发心房纤维化、机械功能障碍、电生 化、心肌肥厚、心律失常及心功能障碍，建议患者 理功能障碍和高凝状态等临床表现的一种疾病 [258]。 积极戒烟 [269]。 依据病理学特点可分4 型 [259]：1 型：心肌病变为主， 对个人病程、预后和家族遗传等问题的焦虑及 多见于孤立性心房颤动、糖尿病、遗传疾病；2 型： 抑郁在心肌病患者中普遍",
DIS-CARD-CM-ATRIAL,心房心肌病,sign,has_sign,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,5,0,"cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de- disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de­ disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | 4.10.1 定义与分型 酒精可能诱发或加重HCM 患者流出道梗阻 [268]， 心房心肌病是指心房发生组织结构和功能的异 不建议任何心肌病患者饮酒。吸烟可引起心肌纤维 常改变，进而引发心房纤维化、机械功能障碍、电生 化、心肌肥厚、心律失常及心功能障碍，建议患者 理功能障碍和高凝状态等临床表现的一种疾病 [258]。 积极戒烟 [269]。 依据病理学特点可分4 型 [259]：1 型：心肌病变为主， 对个人病程、预后和家族遗传等问题的焦虑及 多见于孤立性心房颤动、糖尿病、遗传疾病；2 型： 抑郁在心肌病患者中普遍",
DIS-CARD-CM-ATRIAL,心房心肌病,diagnosis_criteria,has_diagnostic_criteria,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,5,0,"cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de- disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de­ disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | 4.10.1 定义与分型 酒精可能诱发或加重HCM 患者流出道梗阻 [268]， 心房心肌病是指心房发生组织结构和功能的异 不建议任何心肌病患者饮酒。吸烟可引起心肌纤维 常改变，进而引发心房纤维化、机械功能障碍、电生 化、心肌肥厚、心律失常及心功能障碍，建议患者 理功能障碍和高凝状态等临床表现的一种疾病 [258]。 积极戒烟 [269]。 依据病理学特点可分4 型 [259]：1 型：心肌病变为主， 对个人病程、预后和家族遗传等问题的焦虑及 多见于孤立性心房颤动、糖尿病、遗传疾病；2 型： 抑郁在心肌病患者中普遍",
DIS-CARD-CM-ATRIAL,心房心肌病,treatment_plan,has_treatment_plan,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,5,0,"cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de- disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de­ disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | 4.10.1 定义与分型 酒精可能诱发或加重HCM 患者流出道梗阻 [268]， 心房心肌病是指心房发生组织结构和功能的异 不建议任何心肌病患者饮酒。吸烟可引起心肌纤维 常改变，进而引发心房纤维化、机械功能障碍、电生 化、心肌肥厚、心律失常及心功能障碍，建议患者 理功能障碍和高凝状态等临床表现的一种疾病 [258]。 积极戒烟 [269]。 依据病理学特点可分4 型 [259]：1 型：心肌病变为主， 对个人病程、预后和家族遗传等问题的焦虑及 多见于孤立性心房颤动、糖尿病、遗传疾病；2 型： 抑郁在心肌病患者中普遍",
DIS-CARD-CM-ATRIAL,心房心肌病,prognosis,has_prognosis,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,5,0,"cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de- disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | cardiomyopathy phenotypes may coexist in the same family, and that Table 3 Morphological and functional traits used to de­ disease progression in an individual patient can include evolution scribe cardiomyopathy phenotypes from one cardiomyopathy phenotype to  | 4.10.1 定义与分型 酒精可能诱发或加重HCM 患者流出道梗阻 [268]， 心房心肌病是指心房发生组织结构和功能的异 不建议任何心肌病患者饮酒。吸烟可引起心肌纤维 常改变，进而引发心房纤维化、机械功能障碍、电生 化、心肌肥厚、心律失常及心功能障碍，建议患者 理功能障碍和高凝状态等临床表现的一种疾病 [258]。 积极戒烟 [269]。 依据病理学特点可分4 型 [259]：1 型：心肌病变为主， 对个人病程、预后和家族遗传等问题的焦虑及 多见于孤立性心房颤动、糖尿病、遗传疾病；2 型： 抑郁在心肌病患者中普遍",
DIS-CARD-CM-FABRY,法布雷病心肌病,etiology,has_etiology,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,10,0,多为普遍性肥厚，可见左心室下外侧壁LGE；心肌初始T1 值减低（晚期可假 肥厚表型 法布雷病心肌病 性正常或升高），ECV 正常或升高 | 心肌细胞空泡变性显著，IHC 示α-Gal A 表达缺失（图A 示缺失， 肥厚 法布雷病心肌病 图B 黑色箭头示正常表达，×200），TEM 见髓鞘样小体（图C 白 表型 A B C 色箭头，×15 000） | 成年期 运动障碍；周围神经病；肾 糖原贮积病、法布雷病心肌病、线粒体疾病等代谢性疾病； 生化筛查；神经肌肉评估；基因 功能受损 Friedreich 型共济失调；淀粉样变心肌病等浸润性疾病 检测,
DIS-CARD-CM-FABRY,法布雷病心肌病,symptom,has_symptom,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,10,0,多为普遍性肥厚，可见左心室下外侧壁LGE；心肌初始T1 值减低（晚期可假 肥厚表型 法布雷病心肌病 性正常或升高），ECV 正常或升高 | 心肌细胞空泡变性显著，IHC 示α-Gal A 表达缺失（图A 示缺失， 肥厚 法布雷病心肌病 图B 黑色箭头示正常表达，×200），TEM 见髓鞘样小体（图C 白 表型 A B C 色箭头，×15 000） | 成年期 运动障碍；周围神经病；肾 糖原贮积病、法布雷病心肌病、线粒体疾病等代谢性疾病； 生化筛查；神经肌肉评估；基因 功能受损 Friedreich 型共济失调；淀粉样变心肌病等浸润性疾病 检测,
DIS-CARD-CM-FABRY,法布雷病心肌病,sign,has_sign,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,10,0,多为普遍性肥厚，可见左心室下外侧壁LGE；心肌初始T1 值减低（晚期可假 肥厚表型 法布雷病心肌病 性正常或升高），ECV 正常或升高 | 心肌细胞空泡变性显著，IHC 示α-Gal A 表达缺失（图A 示缺失， 肥厚 法布雷病心肌病 图B 黑色箭头示正常表达，×200），TEM 见髓鞘样小体（图C 白 表型 A B C 色箭头，×15 000） | 成年期 运动障碍；周围神经病；肾 糖原贮积病、法布雷病心肌病、线粒体疾病等代谢性疾病； 生化筛查；神经肌肉评估；基因 功能受损 Friedreich 型共济失调；淀粉样变心肌病等浸润性疾病 检测,
DIS-CARD-CM-FABRY,法布雷病心肌病,diagnosis_criteria,has_diagnostic_criteria,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,10,0,多为普遍性肥厚，可见左心室下外侧壁LGE；心肌初始T1 值减低（晚期可假 肥厚表型 法布雷病心肌病 性正常或升高），ECV 正常或升高 | 心肌细胞空泡变性显著，IHC 示α-Gal A 表达缺失（图A 示缺失， 肥厚 法布雷病心肌病 图B 黑色箭头示正常表达，×200），TEM 见髓鞘样小体（图C 白 表型 A B C 色箭头，×15 000） | 成年期 运动障碍；周围神经病；肾 糖原贮积病、法布雷病心肌病、线粒体疾病等代谢性疾病； 生化筛查；神经肌肉评估；基因 功能受损 Friedreich 型共济失调；淀粉样变心肌病等浸润性疾病 检测,
DIS-CARD-CM-FABRY,法布雷病心肌病,prognosis,has_prognosis,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,10,0,多为普遍性肥厚，可见左心室下外侧壁LGE；心肌初始T1 值减低（晚期可假 肥厚表型 法布雷病心肌病 性正常或升高），ECV 正常或升高 | 心肌细胞空泡变性显著，IHC 示α-Gal A 表达缺失（图A 示缺失， 肥厚 法布雷病心肌病 图B 黑色箭头示正常表达，×200），TEM 见髓鞘样小体（图C 白 表型 A B C 色箭头，×15 000） | 成年期 运动障碍；周围神经病；肾 糖原贮积病、法布雷病心肌病、线粒体疾病等代谢性疾病； 生化筛查；神经肌肉评估；基因 功能受损 Friedreich 型共济失调；淀粉样变心肌病等浸润性疾病 检测,
DIS-CARD-CM-FABRY,法布雷病心肌病,follow_up,has_follow_up,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,10,0,多为普遍性肥厚，可见左心室下外侧壁LGE；心肌初始T1 值减低（晚期可假 肥厚表型 法布雷病心肌病 性正常或升高），ECV 正常或升高 | 心肌细胞空泡变性显著，IHC 示α-Gal A 表达缺失（图A 示缺失， 肥厚 法布雷病心肌病 图B 黑色箭头示正常表达，×200），TEM 见髓鞘样小体（图C 白 表型 A B C 色箭头，×15 000） | 成年期 运动障碍；周围神经病；肾 糖原贮积病、法布雷病心肌病、线粒体疾病等代谢性疾病； 生化筛查；神经肌肉评估；基因 功能受损 Friedreich 型共济失调；淀粉样变心肌病等浸润性疾病 检测,
DIS-CARD-CAD-ICM,缺血性心肌病,etiology,has_etiology,LOCAL_BACKFILL_CANDIDATE,0,0,0,3,,动脉粥样硬化
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,symptom,has_symptom,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,64,0,"7.5.4. Management ........................................................................................... 71 12.1. Cardiovascular risk factors .................................................................... 85 7.6. Syndromic and metabolic cardiomyopat | Recommendation Table 21 — Recommendations for indications for Table 10 Overview of genes associated with monogenic, cardiac pacing in patients with obstruction .................................................... 55 non-syndromic cardiomyopathies, and their re | LVNC Left ventricular non-compaction TRED-HF Therapy withdrawal in REcovered Dilated LVOT Left ventricular outflow tract cardiomyopathy—Heart Failure LVSD Left ventricular systolic dysfunction TTE Transthoracic echocardiography LVOTO Left ventricular outflow t",
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,diagnosis_criteria,has_diagnostic_criteria,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,64,0,"7.5.4. Management ........................................................................................... 71 12.1. Cardiovascular risk factors .................................................................... 85 7.6. Syndromic and metabolic cardiomyopat | Recommendation Table 21 — Recommendations for indications for Table 10 Overview of genes associated with monogenic, cardiac pacing in patients with obstruction .................................................... 55 non-syndromic cardiomyopathies, and their re | LVNC Left ventricular non-compaction TRED-HF Therapy withdrawal in REcovered Dilated LVOT Left ventricular outflow tract cardiomyopathy—Heart Failure LVSD Left ventricular systolic dysfunction TTE Transthoracic echocardiography LVOTO Left ventricular outflow t",
DIS-CARD-CM-NDLVCM,非扩张型左心室心肌病,follow_up,has_follow_up,SOURCE_NOT_FOUND_IN_CURRENT_INDEX,0,0,64,0,"7.5.4. Management ........................................................................................... 71 12.1. Cardiovascular risk factors .................................................................... 85 7.6. Syndromic and metabolic cardiomyopat | Recommendation Table 21 — Recommendations for indications for Table 10 Overview of genes associated with monogenic, cardiac pacing in patients with obstruction .................................................... 55 non-syndromic cardiomyopathies, and their re | LVNC Left ventricular non-compaction TRED-HF Therapy withdrawal in REcovered Dilated LVOT Left ventricular outflow tract cardiomyopathy—Heart Failure LVSD Left ventricular systolic dysfunction TTE Transthoracic echocardiography LVOTO Left ventricular outflow t",
