original_code,name,entityType,mapped_code,mapping_status,node_upsert,server_match_count
CARD-SKELETON-FULL-20260709-PATHOPHYSIOLOGY-C915DB24E6537617,心脏前负荷增加时,Pathophysiology,CARD-SKELETON-20260709-PATHOPHYSIOLOGY-C915DB24E6537617,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-0B3EBC1D6366A776,呼吸困难,Symptom,SYM-CARD-19E67F3BE240,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-6174E8C22DC7C30D,劳力性呼吸困难,Symptom,SYM-CARD-3C54A8AA7CDB,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-E9AD46867709681E,端坐呼吸,Symptom,SYM-CARD-F076662BF021,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-99C9501B9C935034,夜间阵发性呼吸困难,Symptom,SYM-CARD-9BD3C4F11F7E,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-706DE7DF5AAA5C5B,心悸,Symptom,SYM-CARD-E3290D298A53,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-45B93D72A89B7041,乏力,Symptom,SYM-CARD-0ACC45EF4E60,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-7FDED2622C4E984C,头晕,Symptom,SYM-CARD-6DA3580C8B73,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-349AA5967336A282,恶心呕吐,Symptom,SYM-CARD-1053F19CEBAD,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-E4B68D3EEA26EACB,咳嗽,Symptom,SYM-CARD-TEXT-24EDE9C876,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-7660EE9AC83DBED8,水肿,Symptom,SYM-CARD-A99A5EBE8948,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-09FEE8C6A3FB53E2,少尿,Symptom,CARD-SKELETON-20260709-SYMPTOM-09FEE8C6A3FB53E2,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-E734D3546B86B07F,恶心,Symptom,CARD-SKELETON-FULL-20260709-SYMPTOM-E734D3546B86B07F,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-SYMPTOM-73313121503BC22A,呕吐,Symptom,CARD-SKELETON-20260709-SYMPTOM-73313121503BC22A,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-A817B7531B49F7BD,奔马律,Sign,SIGN-CARD-75EFE91EFEED,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-727B00D37D770CE5,心动过速,Sign,SIGN-CARD-4E5DA62E1DA3,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-963395DB90F10B79,心脏扩大,Sign,SIGN-CARD-EB9D2F421114,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-6D266B08B4FBD0C8,水肿,Sign,SIGN-CARD-52CC24CD4C33,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-1F50915C885C8457,第三心音,Sign,SIGN-CARD-B0814CB800B1,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-D66F1A1A4143F8AD,第四心音,Sign,SIGN-CARD-658603F4081B,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-12BF1251B33B6566,肺水肿,Sign,SIGN-CARD-1431D67A6000,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-93E770F075B4BEA6,肺淤血,Sign,SIGN-CARD-8F15AA48D767,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-FF449D19DFF2F588,肺部啰音,Sign,SIGN-CARD-67CD9C4673B0,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-4B1F94DDF36DC7CC,胸腔积液,Sign,SIGN-CARD-667CA8B6F7D8,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-5BF9B29232A283BE,湿啰音,Sign,CARD-SKELETON-20260709-SIGN-5BF9B29232A283BE,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-81B681E05B44342A,肝大,Sign,CARD-SKELETON-20260709-SIGN-81B681E05B44342A,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-805F67C9BEE74950,发绀,Sign,SIGN-CARD-TEXT-E67B99C5BD,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-B65BE33922EF48C1,（一）心力衰竭分期心衰分期全面描述了病情进展阶段,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-B65BE33922EF48C1,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-65721E6A565E87C6,通过治疗只能延缓而不能逆转心衰分期（表3-2-1）,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-65721E6A565E87C6,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-RISKSTRATIFICATION-0A278EEDAE94874A,慢性心力衰竭-风险分层,RiskStratification,CARD-SKELETON-FULL-20260709-RISKSTRATIFICATION-0A278EEDAE94874A,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-EXAM-D053534DC3A95845,超声心动图,Exam,EXAM-TTE,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-1D1C913EB0D92EB4,冠状动脉造影,Exam,EXAM-CAG,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-3F7591F8AFE84563,心电图,Exam,EXAM-ECG,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-C17A81BD5EAC82AC,心脏磁共振成像,Exam,EXAM-CMR,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-506E0DA038F38030,运动负荷试验,Exam,EXAM-CARD-241B4B0218DF,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-B66979D14041DD2B,X线,Exam,CARD-SKELETON-20260709-EXAM-B66979D14041DD2B,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-EXAM-4974BA875B54084B,CT,Exam,CARD-SKELETON-FULL-20260709-EXAM-4974BA875B54084B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-EXAM-81960038235DF945,心脏磁共振,Exam,EXAM-CARD-61766890B7D2,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-LABTEST-AD6A34F25F521595,肌钙蛋白,LabTest,CARD-SKELETON-20260709-LABTEST-AD6A34F25F521595,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-LABTEST-C35CBC9355102D0B,BNP,LabTest,CARD-SKELETON-FULL-20260709-LABTEST-C35CBC9355102D0B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-LABTEST-EA39FB0FF19DE7FA,NT-proBNP,LabTest,CARD-SKELETON-FULL-20260709-LABTEST-EA39FB0FF19DE7FA,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-LABTEST-36420D1971C30E2D,血常规,LabTest,LAB-CARD-TEXT-3F8D27CB7E,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-LABTEST-D5D7E0FB25FC4A7B,肾功能,LabTest,LAB-CARD-TEXT-07B39C98F1,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-LABTEST-8E96DA78BC099DF8,电解质,LabTest,CARD-SKELETON-20260709-LABTEST-8E96DA78BC099DF8,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-9288B788D7547972,（一）诊断首先,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-9288B788D7547972,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-6F3868C7096FF6A3,根据病史、症状、体格检查、心电图、X线胸片判断有无心衰的可能性,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-6F3868C7096FF6A3,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-CE374E0B50CDA344,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-CE374E0B50CDA344,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-222F395305E6D040,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺功能减退、下肢静脉功能异常等相鉴别,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-222F395305E6D040,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-D082C3D8FE53F084,4.贫血、肥胖、神经肌肉疾病、衰老所导致的乏力、活动耐量减退尤其在HFpEF诊断时,DiagnosisCriteriaComponent,CARD-SKELETON-FULL-20260709-DIAGNOSISCRITERIACOMPONENT-D082C3D8FE53F084,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-F8FBE548CDF57F39,（二）鉴别诊断1.肺部疾病心衰最常见的症状为呼吸困难,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-F8FBE548CDF57F39,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C0E5D13D60553A2E,首先需要与肺部疾病鉴别,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C0E5D13D60553A2E,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B00A48F7E8211580,包括慢性阻塞性肺气肿、支气管哮喘、肺栓塞等,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-B00A48F7E8211580,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-65AAFD19CBF1DA4B,不难鉴别,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-65AAFD19CBF1DA4B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-0C31632E952D910B,2.心包积液、缩窄性心包炎由于腔静脉回流受阻同样可以引起颈静脉怒张、肝大、下肢水肿等类似右心衰竭表现,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-0C31632E952D910B,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-8B703F91875090D0,超声心动图、胸部CT、CMR可鉴别,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-8B703F91875090D0,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C4F9DC59EFB87E26,3.其他引起水肿的疾病应与肾性水肿、肝性水肿、低蛋白血症、甲状腺功能减退、下肢静脉功能异常等相鉴别,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-C4F9DC59EFB87E26,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-BC2B9A8B20CBB4A4,除基础心脏病体征有助于鉴别外,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-BC2B9A8B20CBB4A4,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-773B0585813753A2,常规实验室检查有助于鉴别,DifferentialDiagnosis,CARD-SKELETON-FULL-20260709-DIFFERENTIALDIAGNOSIS-773B0585813753A2,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-MEDICATION-7887433A96437926,ACEI/ARB,Medication,CARD-SKELETON-FULL-20260709-MEDICATION-7887433A96437926,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-MEDICATION-8C4A0BBF44D0557E,利尿剂,Medication,MED-DIURETIC,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-MEDICATION-EF975ADE0789394C,血管紧张素转换酶抑制剂,Medication,MED-CARD-E40082221530,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-MEDICATION-09DFB5E0DF9F68B9,血管紧张素II受体拮抗剂,Medication,CARD-SKELETON-20260709-MEDICATION-09DFB5E0DF9F68B9,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-MEDICATION-AA6D03EBED9D4834,ACEI,Medication,CARD-SKELETON-FULL-20260709-MEDICATION-AA6D03EBED9D4834,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-MEDICATION-98CCEBF03DF325E4,ARB,Medication,CARD-SKELETON-FULL-20260709-MEDICATION-98CCEBF03DF325E4,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-MEDICATION-B79F84A2F6B924C5,ARNI,Medication,CARD-SKELETON-FULL-20260709-MEDICATION-B79F84A2F6B924C5,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-MEDICATION-383A0D3EC33BF5BF,沙库巴曲缬沙坦,Medication,MED-CARD-C76A8D478BBC,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-MEDICATION-FCEB42BBBC55EAF3,呋塞米,Medication,MED-CARD-391A89BD8790,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-MEDICATION-1F02168FDA3F5BD2,螺内酯,Medication,MED-CARD-D4740D1E9C46,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITION-1D9FC8F918A73C08,急性心力衰竭定义,Definition,CARD-SKELETON-FULL-20260709-DEFINITION-1D9FC8F918A73C08,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-D87B95184BF973F5,是指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-D87B95184BF973F5,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DEFINITIONCOMPONENT-B4BF0696467A5482,指心力衰竭急性发作和/或加重的一种临床综合征，可以是急性新发或慢性心衰急性失代偿,DefinitionComponent,CARD-SKELETON-20260709-DEFINITIONCOMPONENT-B4BF0696467A5482,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-2DDAC1A80113CE08,（一）临床分类1.急性左心衰竭急性发作或加重的左心室收缩力降低、负荷加重,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-2DDAC1A80113CE08,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-1FE11A62423F4F39,根据起病速度和病情危急程度可分为慢性心衰急性失代偿、急性肺水肿、心源性休克,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-1FE11A62423F4F39,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-3A5A1E8E1FE7AC7A,常由急性冠脉综合征、高血压危象、严重心律失常、慢性心衰急性失代偿等所致,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-3A5A1E8E1FE7AC7A,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-416C3A7882FD59F3,2.急性右心衰竭右心室心肌收缩力急剧下降或右心室的前后负荷突然加重,DiseaseClassification,CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-416C3A7882FD59F3,local_new_candidate,True,0
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-A7F9A023797D915C,（二）临床分型急性心衰根据组织的淤血和灌注情况进行分型,DiseaseClassification,CARD-SKELETON-20260709-DISEASECLASSIFICATION-A7F9A023797D915C,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-63303FD52837F56B,按有无淤血分为“湿”和“干”型,DiseaseClassification,CARD-SKELETON-20260709-DISEASECLASSIFICATION-63303FD52837F56B,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-CF366EAA84BACA78,有无组织低灌注分为“冷”和“暖”型,DiseaseClassification,CARD-SKELETON-20260709-DISEASECLASSIFICATION-CF366EAA84BACA78,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-EB4039DCBE2F8B03,由此可将急性心衰分为四型,DiseaseClassification,CARD-SKELETON-20260709-DISEASECLASSIFICATION-EB4039DCBE2F8B03,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-DISEASECLASSIFICATION-BBA8E712A5F0D040,“干暖”型,DiseaseClassification,CARD-SKELETON-20260709-DISEASECLASSIFICATION-BBA8E712A5F0D040,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-31F8586830163125,出汗,Symptom,SYM-CARD-BC91622FC62F,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SYMPTOM-E0E42DA63BFCEA4D,疲乏,Symptom,CARD-SKELETON-20260709-SYMPTOM-E0E42DA63BFCEA4D,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-1C19F1C1CA7E873F,低血压,Sign,SIGN-CARD-1FA3A83EF714,server_existing_same_type_name,False,1
CARD-SKELETON-FULL-20260709-SIGN-92B71E9EB609A890,皮肤湿冷,Sign,SIGN-CARD-FFE03BB62300,server_existing_same_type_name,False,1
